text_krio	text_english	original_story	label
"We d?n tu d?n taya, na t?t? n?m? d?n bin de t?t?"	"Omotunde was a greedy boy.
He decided to call Shola and Kona to go to the Kongo riverside.
When Ola told him that it is dangerous he told him to shut up.
The children will go and tell Shola that they are tired he should stop the walking.
but Omotunde boldly told her there were nice things where they were going so she should endure.
So Omotunde walked very fast as to not make the others doubt his decision.
Kona who was little began to cry, that made Omotunde tell him that if he didn't shut up he would get beaten.
Kona was quiet because he knew that Omotunde would get angry if he didn't do what he said.
They walked until the sun began to go down before they reached the place.
The place was nice. The clouds got different shapes resembling small animals; some had horns, others had beards.
Some clouds looked like humans tending farms.
The birds were singing.
They had nice feathers with bright colours, but some where plain white.
Omotunde told them to go pick some ripe plums from the trees which where near the water.
The children picked, but Kona who was little didn't pick so they gave him some.
This was proper meal to them because they had been very hungry.
Shola and Kola began to shake with fear but Omotunde looked the man straight in the eyes and asked ""who would you be?""
If you have come to scae us, I'll tell you once that it is useless, we are not afraid, so just go your way.""
The man looked at him, shook his head and wondered what kind of child would get so angry.
The man told them  to go to their house because the night had come and their people were looking for them.
As he was talking they saw aunty Tanimola and Taywo coming all rattled.
When they saw the man they got scared themselves and the dirty beating they planned to give Omotunde was called of.
Kona ran straight to his aunty but Omotunde who had a hard heart just turned his head.
Taywo did not do one or the other, he just held the boy and shook him.
The man went safely his way.
Aunty Tanimola told Omotunde that he will be sent back to the village because if he follows him he will get trouble with the government."	?m?tunde	1
"Na M?ksiko, Gris, Ijipt ?n Itali, faya kin de b?n ?lt?m na di say we pipul d?n de pre"	"Story
Stories tell about things that happen, they are usually true but can also not be true.
You have learnt about nansi stories.
This is another kind of stories than those which are usually told.
Of all the stories which are untrue, people usually believe them.
Like the story about egbere.
They say egbere is a devil who looks like a little child.
Egbere can be in the cellar.
They usually only come out at night.
People say egbere runs after a person in the darkness.
This makes people not walk out much at night or go through very dark streets.
They say if a person wants to catch egbere, they should rub garlic where he goes.
This story is about one-legged Jombi.
One-legged Jombi is a devil with only one foot.
They say they are in the uphill parts, like Frob Kolej road, Lesta road, and the other side of the hill.
They say when he moves he can jump from where the street begins to the side where the street ends.
He usually walks hop! hop! And he walks in the middle of the night.
Any person who sees him usually faints, so nobody wants to watch hm when he passes.
Mother water has a story.
They say mother water is half person half fish.
She lives in salt water and has long hair which she usually combs with a golden comb.
If a person gets that comb he will be rich forever.
Tell about these kind of stories which you have heard about or the ones you have thought of for yourself.
True story.
Some stories have truly happened.
Like how people lived.
This story could be one whole book which talks about very different people.
It can be these historical people, about the things which they are able to make, about their work, their law or religion, about which child is born, which person married or which person died, about a secret society and even about how they dress when they go outside the wall.
Talk about the true things which happened in the village or the town when you go out.
Like how the village or the town began, about the work they have been doing, if the work has changed and what led to these changes.
This is a scientific story about fire.
Humankind has known about fire for a very long time, but he did not know how to make it.
When there is lightning, a tree can sometimes catch it.
They can keep this fire going for a long time without going out.
In Alaska, some people rubbed sulfur on two stones, after they rubbed the stones against each other, when the sulfur caught fire, they threw the stones on dry grass or other things which caught fire and began to burn.
It was the Chinese and Indians who were using plates and cups which were broken pieces of plates and rubbed them against bamboo sticks to make fire.
Again the red Indian in America rubs two tree parts against each other to make fire.
The Greeks and Roman had their own method, the put some ind of glasss where the sun was shining bright.
The sun makes the glass so hot, the glass makes the dry wood catch fire.
In Mexico, Greece, Egypt and Italy, the fire burns all the time on the side where people pray.
The first time a human being saw that was when he walked on some gravel, they caught small fires when they were rubbed against another.
But it took time before he himself started rubbing the stones against each other to make fire."	stori	1
F? di pas t?tin ia na in p?nsh?n ?n in r?nt n?m? iliv bai	"Uncle Bolage and others were the first senior service in this Freetown, after the whitemen, they came.
When they wanted to they were eating butter, while we were dipping our bread in palmoil in the morning.
My granny used to say nothing lasts forever, and when Jordan was closed, Bolage was out of job.
For after thirteen years he will be in pension and only live of his rent.
Ponshon's last child, Banki who just started working wanted to disrespect the old man at church last week sunday.
When you look for Banki you will not find him.
Maybe its the cheap things which they buy at the second-hand clothes which makes him full of himself.
One of Uncle Bolage's trousers is enough to buy Banki's whole wardrobe and there will still be change.
Bolage has left work, but Banki is nowhere near him."	?nkul B?laj?	1
Dis na wetin i t?l d?n	"Brother Spider was a greedy person.
There was a time when four villages had a feast on the same day.
All the chiefs in the four villages called Brother Spider to attend their feast.
Brother Spider was happy that that one day will happen.
Instead of good food to go waste the stomach will rather burst.
But he has really considered this thing.
If he is late for any of the feasts he might not get anything better.
Spider is someone who likes to be around when food is dished out so he can get the best part.
He didn't do one or two but he went to the villages one after the other to talk to the chiefs.
This is what he told them.
Look at this rope, you will hold one part and i will tie the other part around my waist.
When your cooks are done with the food just pull the rope.
Before Jako blinks i will have been there.
Brother Spider made this arrangement with all the chiefs then he found a junction where all the roads from the four villages met.
Brother Spider tied the four ropes round his body waiting for the time the first village will finish cooking.
When he stood waiting for the first village to finish cooking, he was imagining how he will eat the meat, bones, beans and how he will set a record on the palmwine.
On one occassion he felt one of the ropes begin to tighten, ""En-en, things have begun!
So he thought in his heart.
Once again he felt the other rope pulling him ""Hun!""
By the time he wanted to loosen one of the ropes the other two jacked him.
So all the four ropes are pulling him here, there, and over there.
It seems like the four villages finished cooking together and everyone pulled brother spider at the same time.
""Wait here!""
My mother o!
I beg o!
You people should stop pulling o!
One person from one of the villages realised that brother spider never delays so something must have happened.
Then he followed the rope which brother spider gave to their chief till he found brother spider half dead.
the rope had eaten into the middle part of his body till it became very small.
So that is why spider has a small waist and that is why greed is not good.
I will die o!
Brother spider screamed, nobody heard him, he screamed and screamed till he lost his voice.
Once upon a time, there lived brother Spider.
He alone eats everything and nothing should pass him by.
""Chief you know that i like your village and i am your bestfriend, so i want to make sure i attend your feast."	Aw Spaida g?t sm?l wes	1
"N?to den t?m n?m? yu kin ?nj?y draisizin o, n?t s?f g?t in yon"	"That one likes to enjoy.
Truly dry season is not a problem, you are able to do anything you want to do.
You can wash a blanket and it gets dry before night falls.
Those who have carpets wash them during this time.
Those are not the only times you can enjoy the dry season, the night also has its own.
Those who live close to oceans play 'moonlight baby'.
They usually dance from the night till sunrise.
Everywhere is usually dusty especially places without tarred roads.
Dust usually marries the leaves, the houses, the furniture, i mean everything.
Even if you leave your mouth open for long dust will fill it up.
The dust makes you catch a flu.
And if you are not careful that can even make you sick.
Some people become so sick that when they spit on the ground and it dries up and the wind blows it up on you, well then that's it.
Maybe to be sick is bad but another thing which is also as bad as sickness is the heat.
The place usually becomes very hot, especially in the month of March.
The sun during the month of March is enough to dry a river.
You can bath trice a day and that is even enough to give you cold.
When i talk about dance i remember another dance which the dry season brings, that is the dust dance.
'Dry season is not a problem' my uncle used to say."	Draisizin	2
Lili na sm?l uman ?n if i de fawe i kin luk l?k lili pikin	"Lofti was a man but a very big man.
He was well built and tall.
Nobody knew his name.
But because he was big and tall they just called him Lofti.
When elderly people called him Lofti he usually answers.
But he usually gets angry when children call him that.
When a small child stands near Lofti, he usually looks like a giant.
When he stands they look like a plum tree.
His body stature was like a breadfruit tree and that is how hard/strong he was.
If you hit him on the chest with a stick, the stick must break.
His head resembles that of two men, with eyes as red as fire.
He had mustache like two small brooms on his mouth.
When he speaks it is like a house falling down.
Lofti had hair all over his body which shows that he had strength.
The hair in his ears and his nose are even showing.
His hand, his face, his foot and his chest all had hair.
His teeth are big but his ears are small.
He walks with strength, talks with strength and fights with strength.
He can beat ten men together.
He can hold a car so it can't move.
She was fair as plum as much as Lofti was dark as tar.
Lili is a small woman and when she is faraway she usually looks like a little child.
Lili has a child's face and a child's voice.
Her hair was long and nice and not difficult to comb.
Lili's feet were so small that one will think she wears size one.
When Lili is in a hurry her steps are as fast as if she has a machine under her shoes.
Lili's face is as nice as something to be eaten and that is how Lofti likes Lili like the way she also likes him.
His feet were big and long.
His nose is so big that if he blows it very hard near a lantern it must go off.
His wife Lili was different.
Her hands were very small and soft."	L?fti ?n Lili	1
"As i es am op so we i wan chap Bindu nain di b?b? ala ‘wai wai mi kr?kr?, mi kr?kr?, mi kr?kr? de krach mi’"	"I don't know what your mission in this village is but if you listen to me I will be happy.
As he wanted to cut the sister the boy screamed 'wayooo my rash oo, my rash.
But he got rashes all over his body.
Please don't come my way! I beg of you, you are going nowhere.
They went to the devil's house.
He had prepared everything.
He had sharpened the cutlass and placed it under the bed, which he will use to kill the lady.
He said I will not stay behind i want to go with my sister.
If you see the cutlass he pulled out.
In the middle of the night the devil pulled out his cutlass again.
Then Lamina cast a spell and threw something in the water.
The devil quickly put the cutlass back under the bed.
The devil said ""hee"".
Then the mother said 'ee Bindu this is your only brother just try and take him along'.
So what happened was that when Bindu was leaving he begun to cry.
I will not challenge you again.
I will not be stubborn again oo.
I don't want you to come and disturb me in my marriage oo.
as the devil left the boy said 'sister you do not believe me'.
As the reached the waterside and the boat, the devil worked some magic and the boat disappeared.
As he raised it up to cut Bindu the boy screamed 'aahh aahh my rash, my rash, my rash is itchy.
As he left the boy came to his sister and said 'sister sister, this your husband is a devil and he wants to kill you'.
As he got close to the house the mother said to the man 'Sir greetings oo'.
but she was in a poor family so she was fortunate to be sent to school in Freetown.
But the devil had a big fowl cock.
His sister wanted to send him back, but the devil didn't come back early.
But her younger brother in the village was a boy with magic.
But first thing tomorrow morning you are leaving.
But if you get married here your husband will have farms, goats, sheep and other things which we will benefit from.
But you know that me and Lamina will not meet.
The boy sat down, his sister too.
The boy cleaned and washed for a very long time.
The devil was approaching, he posed, walked and showed off.
The devil went about his business.
The devil didn't see them again until they managed to reach the shore.
The reason why I am here is to find a woman that I would like.
All the water turned black.
Please, go and get some water to bathe me.
They started to paddle.
They started running now, they were running, running, running.
He began to sharpen it, ka-ching ka-ching zig zag ka-ching.
He began to sharpen it, ""ka-ching ka-ching zig zag ka-ching"".
He brought money, he brought chain, both very nice things.
He brought one box filled with clothes for the lady, Bindu.
He came closer very fast.
He approached.
He was observing and watching.
He will come and kill you.
It is not right oo.
He said the child is also pretty.
She said 'So please get married so we can also benefit from it'.
She said 'the ones here are whom we know.
She said 'please, my child has seen you from afar and she likes you.
He responded.
She said 'Look at him coming from afar'.
He said 'mother mother I want to go with my sister'.
She said ""Sometimes you have to be patient until you get what is right for you.""
She said, I am tired of you all trying to destroy my marriage.
He wants to kill me.
If he did not follow me to my house you would have heard a different story.
If you want to go back to Freetown to look for a husband we do not know about them.
He was dressed in a coat.
Immediately when the child saw him she said 'ee mother, I think I have found the man I like'.
I want to go, I want to go to my mother, this place does not suit me.
My child, not everything that glitters is gold.
This is what i was telling you, sister, so let's go before this man comes.
then Bindu said, 'mother please, do not disturb me, right now i am not worried about marriage'.
Then Bindu awoke.
She said she would bear her little brother.
Then Lamina who had a little magic himself cast a spell and the sand turned into a boat.
Then the devil left.
Then the devil reached the edge of the riverside.
Then the devil said 'ok leave him, I am going to get the water'.
Then the devil said, 'mother, it is as if you know what is on my heart.
Then the mother said ""what! Thank you god you have saved my child's life.""
Then the child told her that, 'Ee mother, I haven't seen any man in this village oo.'
Then the girl told her that 'mother next time I will listen to your word'
Then they started running.
Then they climbed inside.
He jumped inside.
Then he put his hand under the bed and pulled out the cutlass.
She said, Lamina you are lucky, since my man did not come back early.
He said ""what what""
Then she said ""yes mother.""
Then she said, 'mother, as I have given you my word I am not changing it, I like this man'.
Then her mother asked 'Well what do you want us to do now?'
Then her mother said 'who is he?'
Then his sister was shouting, 'Lamina pull pull, Lamina pull, let us go.
Then his sister said, ah, with that rash on your body who do you want to follow.
His sister said ""Hey hey don't talk about such foolish things.""
Then the man took the cutlass from under the bed and began to sharpen it, ka-ching ka-ching zig zag ka-ching.
So after the ceremony, Bindu decided to go with the man.
So Bindu said she hadn't found any man in the village who suits her.
So Lamina paddled as fast as he could.
As they were leaving the cock crowed 'kokorioko, your wife is leaving'.
The devil came with the water.
So they gave him water and sat down and he told the mother that he likes her child.
So they packed and left.
So as time went by, a devil came to the village..
When he heard about this, he changed himself into a handsome man, a very fine man.
That night when they were sleeping, the boy did not sleep.
The boy said, ok sister anything you say.
So the mother asked Bindu, 'Bindu you chose your man o, are you sure you like him?'
So the mother asked the man to have a seat.
So the man decided to go and come back for the marriage arrangement.
Then the sister said 'well you see now, my husband please go and get the water for this boy so he can go'.
So then she said ""ok"". She said ""Mother, this is for your sake.""
So her mother told her that ''Eee Bindu, we have used all the money we have for your schooling.
Night came again.
End of story.
Tomorrow i will make sure that i pack and send you back.
What are you saying to me, come on, go to bed.
Once upon a time, there lived a girl in a faraway village with her mother, father and little brother.
When the devil realised that they had entered the village he had to turn back.
When the sister it, she said ""what!""
When they got to the riverside they got into a boat and crossed.
When she completed school she returned to the village.
I don't know what would have happened to me if it was not for Lamina whom i wanted to leave behind.
You didn't know that the man I married is a big devil.
So after two weeks, the devil came back.
I do not want all these problems.
""Bindu, go bring water for the stranger.""
Sir, my rash is itchy, please, the water used to bathe me is from the other village, please go and get it for me.
Well now, this I will tell mother so that you will not come with me.
'Are you ready to marry this man?' she said 'yes mother'."	N?to ?ltin we fain na fain	0
"S?f dis na wan we f? ol p?sin at, mek i lisin wetin p?sin de t?k b?t s?ntin we go bi, l?k tiata, ? k?nsat, ? sp?ts ? j?mp ? munlayt piknik ?n d?n kayn tin de"	"advertisement is how to touch a person's heart with words and pictures to make him/her buy something.
This is even one which should capture a person's heart to make him listen to what a person is saying about what is going to happen, like theatre or a concert or sports or school entertainment or moonlight picnic and others.
Some advertisement makes people crave to go and see or buy something because it looks important.
Some advertisements usually have music which catches the attention of a person - it is called a jingle.
Soap oh soap made for you!
When you use it to wash (your laundary), it makes your clothes as white as satin and smell sweet always.
Buy it today and see for yourself.
It is available in all the big shops and markets and its price will meet your pocket.
The play which you have been waiting for is here!
'THE BAMBAY' is the play which will touch your heart, change your life and make things better for you.
Come to All Yours, eight o'clock, Tuesday and Wednesday, half past seven at night.
All the important people will be there.
You should be there yourself, don't be left behind!
Come with your friends and families.
The ticket is one thousand leones only for an adult and just five hundred leones for a child.
To give an announcment.
This includes what has already happened like a funeral, future occurrence like a meeting, crusade, or conference and even when an important person arrives at a place where everyone is waiting for him.
Read these examples:
The committee at Malon Village announced that the meeting to select a chairman for this year will be on Friday June 4th at the village market at five o'clock in the evening.
All important people should be there on time.
We are sorry to tell you, that Pa Wekreku French, who lived at number 10 Waterside Road, Benka Village, died on Monday 6th of August.
He was one hundred years old.
He left six children, Tile, Alafia, Tokumbo, Dele, Aina and Soniboy, many grand and great-grandchildren, and family members.
There will be a burial service on Sunday August twelve at Ye Faithful church at the village, four o'clock in the afternoon, then he will be buried at the village cemetary.
My family, the big personality we have been waiting for, Pa Chuku Tona, is here now!
Let us all stand and welcome him!
Radio, television and posters are used for advertisement and announcements.
Read these ones:"	Advatism?nt	2
"I bin de drim se wan polisman de r?nata am ?n na so in bin de r?n ?n t?kna in at se, ‘Fut wetin a it we a n? gi yu’, b?t di man bin ebul gata am"	"Now Jokoje and the man who wears jeans, who covers his head with a cap and wears dark glasses are the only ones left in the bus.
Jokoje his hat was not down when they were the only two there.
Because of that, when the bus started moving again he went to the other side of the bus to count the money in his pocket at the time.
He doesn't know what to do to keep this money safe, so he takes a safety pin and fastens it inside his pocket.
He thought that nothing would happen to him now, even the breeze wouldn't blow him.
Mister Cutby was sleeping in a corner.
Jokoje was happy because he didn't want to talk to him.
He likes to look out the window to see the houses, trees and farms that pass by fast.
He watches Mister Cutby sleep and wonders why he never takes of the dark glasses.
This man has a long face, pointed ears, and one little nose and he snores in his sleep.
Once Jokoje jumped because sleep caught him and that should not happen.
He wished that another person would come on the bus, but of all the stations the bus stopped on nobody came in.
He began to remember this cousin of his Emetu which he has been meaning to visit, how he has been now be since they have not seen each other for two years now.
His lids became heavy now and he was just half there.
He was thinking about many different things when the sleep stole him.
When he woke abruptly a little bit later, he found himself on the ground and could feel the bus start to move again.
He dreamt that a police man was running after him and while running he talked in his hat that ""I will not give you one foot"", but the man was still able to take him.
This made him open his eyes.
He saw that he was the only one left in the bus.
Mister Cutby had gone!
He put his hand inside his short pocket where he kept the money.
Oya! It was not there!
This man who was giving people cola and was telling them naughty stories, he wasn't a good person to be with.
Jokoje wanted to count his money again but he realised it will not be a good idea to do that near this man.
He sang some songs which he liked when he was in school.
This is what he does when he does not want sleep to take him unaware."	Jokoj? ?n Mista Kotbe	0
In w?f Lili i bin difr?n	"Lofti was a man but a very big man.
He was well built and tall.
Nobody knew his name.
But because he was big and tall they just called him Lofti.
When elderly people called him Lofti he usually answers.
But he usually gets angry when children call him that.
When a small child stands near Lofti, he usually looks like a giant.
When he stands they look like a plum tree.
His body stature was like a breadfruit tree and that is how hard/strong he was.
If you hit him on the chest with a stick, the stick must break.
His head resembles that of two men, with eyes as red as fire.
He had mustache like two small brooms on his mouth.
When he speaks it is like a house falling down.
Lofti had hair all over his body which shows that he had strength.
The hair in his ears and his nose are even showing.
His hand, his face, his foot and his chest all had hair.
His teeth are big but his ears are small.
He walks with strength, talks with strength and fights with strength.
He can beat ten men together.
He can hold a car so it can't move.
She was fair as plum as much as Lofti was dark as tar.
Lili is a small woman and when she is faraway she usually looks like a little child.
Lili has a child's face and a child's voice.
Her hair was long and nice and not difficult to comb.
Lili's feet were so small that one will think she wears size one.
When Lili is in a hurry her steps are as fast as if she has a machine under her shoes.
Lili's face is as nice as something to be eaten and that is how Lofti likes Lili like the way she also likes him.
His feet were big and long.
His nose is so big that if he blows it very hard near a lantern it must go off.
His wife Lili was different.
Her hands were very small and soft."	L?fti ?n Lili	1
I wach Mista Kotbe we i bin de slip ?n w?nda wetin du i n? pul di dak glasis ?l da t?m de	"Now Jokoje and the man who wears jeans, who covers his head with a cap and wears dark glasses are the only ones left in the bus.
Jokoje his hat was not down when they were the only two there.
Because of that, when the bus started moving again he went to the other side of the bus to count the money in his pocket at the time.
He doesn't know what to do to keep this money safe, so he takes a safety pin and fastens it inside his pocket.
He thought that nothing would happen to him now, even the breeze wouldn't blow him.
Mister Cutby was sleeping in a corner.
Jokoje was happy because he didn't want to talk to him.
He likes to look out the window to see the houses, trees and farms that pass by fast.
He watches Mister Cutby sleep and wonders why he never takes of the dark glasses.
This man has a long face, pointed ears, and one little nose and he snores in his sleep.
Once Jokoje jumped because sleep caught him and that should not happen.
He wished that another person would come on the bus, but of all the stations the bus stopped on nobody came in.
He began to remember this cousin of his Emetu which he has been meaning to visit, how he has been now be since they have not seen each other for two years now.
His lids became heavy now and he was just half there.
He was thinking about many different things when the sleep stole him.
When he woke abruptly a little bit later, he found himself on the ground and could feel the bus start to move again.
He dreamt that a police man was running after him and while running he talked in his hat that ""I will not give you one foot"", but the man was still able to take him.
This made him open his eyes.
He saw that he was the only one left in the bus.
Mister Cutby had gone!
He put his hand inside his short pocket where he kept the money.
Oya! It was not there!
This man who was giving people cola and was telling them naughty stories, he wasn't a good person to be with.
Jokoje wanted to count his money again but he realised it will not be a good idea to do that near this man.
He sang some songs which he liked when he was in school.
This is what he does when he does not want sleep to take him unaware."	Jokoj? ?n Mista Kotbe	1
Bai Jun naw di briz n? kin g?t n?nsai f? k?r di ren go bik?s ?lsai kin d?n g?t ren	"I like it very much.
There are many things during rain season which people don't like, and sometimes they are right.
Before the rain season the place is a really good one, it is dark and a breeze blows the clouds.
We usually say the breeze blows the rain to the other side.
By June the breeze has no side to carry the rain because all sides have gotten rainy.
The rain is usually heavy in Freetown.
Sometimes in June the rain can fall for one week nonstop, and so the place becomes cold.
When the place gets cold, the elderly ones usually complain, all their sweaters, woollen coats, hats and stockings usually get worn out.
Small 'things' are even kept under beds, that could be rum or gin or any thing like that.
August is a funny month.
The rain in August comes all the time but it is not beter because it can ambush.
It usually takes you a whole week only to dry the clothes.
The August rain is a stomach-turning rain, one minute it comes and the next minute it stops.
Sometime the August month with rain is so that the sun even shines, and then the children sing that:
Rain comes, sun shines.
The baboon is giving birth to a child in the bush.
In August rain and sun come out together but September is nothing like that.
In September all things can turn around.
The rain falls like god has opened all the pumps in the clouds.
We can get what we call ""Monsoon spring.""
This is the type of rain which usually washes away a house.
The children are not only afraid of the monsoon spring o, because October comes with lightning and thunder.
Lightning and thunder, lightning and thunder, when you see it call it two times.
HUN!
Gbaraa!
Gburuu!
Krakaam!
Only that you will be hearing.
The house shakes and the thunder sounds like gunfire.
First the lightning cuts before the thunder cracks.
We cover all the glass in the house so there is no danger.
Flu, thunder and the rain will make you angry but remember all the other good things which the rainy season brings.
If there is no rain how will the plants grow?
I like the rain season very much.
I don't know why people don't like the rain season.
I agree that the place gets cold and soaked, and the rain can keep people from coming out on the streets.
But when you critically observe everything i don't think the rainy season is bad at all, but that is my opinion.
You will say October's rain and thunder and lightening scares people.
But i am usually happy because there is plenty of fish especially crevalle jack, and where there is crevalle jack there must be pepper soup."	Rensizin	1
"I bin swit so!
A tes am"	"Madam Maria and her family live down our street.
Ah, those Krio people!
Today is Monday, Madam Maria and her family will eat the sause from yesterday.
That is what they do every week.
On Saturday you will see one of the older girls carrying a basket on her way to shop in order to prepare the soup.
When there is enough money she buys meat.
During Easter, New year or on Sundays she usually buys chicken, meat and pig feet or pig ears.
When there isn't enough money she buys fish.
They will fry it with oil.
Often times it is groundnut oil, occasionally they use coconut oil and you can smell its aroma from down the street when they are frying.
They have to add plenty onions, seed and tin tomatoes, big pepper some of which are ground and some are sliced, and leaf onions into the soup to make it sweet.
After the sause is done, they have to leave the pot over the fire for some time.
After they will boil the rice to eat with it.
Today is Monday, as i said, what is left in the pot is not much so they will push all the meat and fish to one side and cook the gravy with rice.
Tomorrow is Tuesday!
It is the leftover of Saturday's palava sause that they will eat.
that sauce they usually boil everything
If it is egusi palava sauce, they will add egusi.
If it is slippery green leaves with okra, they will add sodium bicarbonate.
They always have to cook the palava sause with palmoil.
That fufu has to be ready to be eaten with the soup.
E, look Boyzy is coming!
He also lives in that house.
Today at school, talk about what he took for lunch?
He said it is his grandmother from York who brought them.
It cracks!
He gave all of us some of it.
After i gave him some of my aborbor and bread.
That is how we are o.
Give me i give you!
I remember when they had a big programme, yes, like when one of their sisters got married.
They called some people to come and help cook the jollof rice.
At that time they bought a lot of fowls and beef and pigfeet and pigears.
It is so pink when they are finished.
It was so sweet!
I tasted it.
Madam Maria baked the bread and the cake herself.
She took rice flour, mashed banana, sugar, a small amount of nutmeg, tomatoes and salt.
She mixed them all.
After she added a little baking powder.
They usually add cow intestines, small guts, garlic, onions and pepper.
She took a baking pot, placed a small banana leaf beneath the pot and poured groundnut oil in it.
After she took the bread mixture and poured it into the pot.
She covered it first with banana leaf.
After she placed the lid on top.
When she put the pot in the fire it was burning below and on top.
Then she pushed wood up and down until the rice bread finished baking.
It was brown like coffee.
The cake itself has flour, egg, butter, sugar and baking powder mixed in it, after she filled them in small cups and put them in the fire, just like the rice bread.
When they are done cooking they have a golden colour.
Madam Ose who is their neighbour came to make the ginger beer for them.
She peeled off the sin of the ginger and after she crushed it she put it in hot water.
After she squeezes the pieces that are left and let's the balance settle, after she squeezes them.
When it has settled she strains the other side, mixes in sugar and strains it with white clothes.
After she puts in Siminji.
It was very sweet when they served it.
They even shared some soda drinks.
Even that was pink and very sweet.
Abiono does not eat fufu so she usually goes to buy her agidi, but sometimes she cooks rice to eat with the soup.
They fried all in groundnut oil, after they prepared gravy on two sides.
One for the beef, and they boil the rice inside the other one."	Mami Maria ?n in fambul	2
Na de i s?n in n?f tret pan di taya we j?s b?s paw bik?s i bin d?n g?t b?led	"Jok stood up and run.
Taywo also stood up at once and begun running after him.
It was Taywo who had the knife now and he was running after Jok who had nothing to fight with.
Suddenly Taywo saw car lights and heard the engine.
This is what Jok was running so hard to go and meet.
Kaba was the one driving the car.
Having reached the place he was going he drove out so fast the tires were burning.
They want to run away with this car.
Taywo started running fast to bypass Jok, but he realised the car had started moving and Jok wanted to jump in.
Taywo tried to stop him but Jok just threw down a load which made Taywo fall flat.
This made the car just go zigzag down the rough road and the two men inside were just cursing.
Taywo bent down to see what made him fall; the thing looked like a bundle of clothes.
when he turned he saw Ayodele approaching, he was breathing very fast and sweating.
He asked Taywo what had happened and he said that the two thieves had crashed.
As they were talking they heard 'pash' and a loud bang.
They knew at once that the car had had an accident.
they found a shortcut to where the sound was coming from.
When they got to the car it was fastened to a tree.
they saw Jok lying straight by the car in pain.
when they looked inside they realised Kaba was dead.
they tied Jok up with a rope even though his head was bleeding so he wouldn't runaway again.
Taywo and Ayodele stood and looked at the car intensely.
They looked at Jok and shook their heads, then they walked to the police station to lay a complaint.
he stood at once but he realised the car had gone far.
Then he sent his knife straight into the tire which just burst because it was bare.
The road is wide on this side and the ground is flat so Taywo was able to see faraway in the moonlight, that is what made him realise that upon all the haste with which Jok was running, he was staggering."	J?k bin grap r?n	0
Mi l?k am bad	"I like it very much.
There are many things during rain season which people don't like, and sometimes they are right.
Before the rain season the place is a really good one, it is dark and a breeze blows the clouds.
We usually say the breeze blows the rain to the other side.
By June the breeze has no side to carry the rain because all sides have gotten rainy.
The rain is usually heavy in Freetown.
Sometimes in June the rain can fall for one week nonstop, and so the place becomes cold.
When the place gets cold, the elderly ones usually complain, all their sweaters, woollen coats, hats and stockings usually get worn out.
Small 'things' are even kept under beds, that could be rum or gin or any thing like that.
August is a funny month.
The rain in August comes all the time but it is not beter because it can ambush.
It usually takes you a whole week only to dry the clothes.
The August rain is a stomach-turning rain, one minute it comes and the next minute it stops.
Sometime the August month with rain is so that the sun even shines, and then the children sing that:
Rain comes, sun shines.
The baboon is giving birth to a child in the bush.
In August rain and sun come out together but September is nothing like that.
In September all things can turn around.
The rain falls like god has opened all the pumps in the clouds.
We can get what we call ""Monsoon spring.""
This is the type of rain which usually washes away a house.
The children are not only afraid of the monsoon spring o, because October comes with lightning and thunder.
Lightning and thunder, lightning and thunder, when you see it call it two times.
HUN!
Gbaraa!
Gburuu!
Krakaam!
Only that you will be hearing.
The house shakes and the thunder sounds like gunfire.
First the lightning cuts before the thunder cracks.
We cover all the glass in the house so there is no danger.
Flu, thunder and the rain will make you angry but remember all the other good things which the rainy season brings.
If there is no rain how will the plants grow?
I like the rain season very much.
I don't know why people don't like the rain season.
I agree that the place gets cold and soaked, and the rain can keep people from coming out on the streets.
But when you critically observe everything i don't think the rainy season is bad at all, but that is my opinion.
You will say October's rain and thunder and lightening scares people.
But i am usually happy because there is plenty of fish especially crevalle jack, and where there is crevalle jack there must be pepper soup."	Rensizin	2
